subject,target,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cache-misses_percent,LLC-load-misses_percent,LLC-store-misses_percent,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP,execution_time,PROCESS_CPU_USAGE,PROCESS_MEMORY,PROCESS_VIRTUAL_MEMORY,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3
cython,k_nucleotide,1294425210,340302149,1256791159,338635839,4354001,1201862,26.2898270499537,26.94447972322186,27.603622507206587,1422.9080200195312,3370.0150146484375,890.1773681640625,0,33610452992.0,34317791232.0,1634096883.9946404,0.0,448.028284072876,96.51547860694602,6672384.0,15925248.0,99.65347829787206,2.402100662718718,2.4515471005610134,2.099698744431411,1599.5100491290755,1599.9995533720412,1600.0,1600.0
cython,spectralnorm,167168670,969439,96676989,543923,2127734,59268,0.5799166793634238,0.5626188875203798,2.785498563260257,1861.0186157226562,4573.705383300781,1235.0916137695312,0,33610452992.0,34317791232.0,1277325076.111851,0.0,601.0067920684814,95.31825868934195,278528.0,4300800.0,99.73193636715175,2.9775133034519445,2.4750907841955776,2.46749071755041,1599.511984021305,1600.0,1600.0,1600.0
numba,spectralnorm,114973278,9988496,46050346,7023535,3728832,355799,8.687667407377912,15.251861516957984,9.541835084015585,795.7772827148438,1744.7412109375,393.6068115234375,0,33610452992.0,34317791232.0,1326662416.7476635,0.0,256.8433804512024,95.77823722993844,1011712.0,8568832.0,99.67640735352893,2.7449391222445763,2.471249601922674,2.9649121754823073,1599.521028037383,1599.9992211838007,1599.9984423676012,1599.9992211838007
mypyc,binary_trees,11513111760,7563761377,11397769079,7541261205,35680688,19661241,65.69693350218986,66.16436210218117,55.103312469759544,2623.2963256835938,4374.912414550781,962.90087890625,0,33610452992.0,34317791232.0,1523286915.824253,0.0,569.2100071907043,95.23668114807987,278528.0,6676480.0,99.85544196532774,2.378392769163229,2.9137282909953113,2.0245989557728827,1599.5212653778558,1600.0,1600.0,1600.0
pypy,binary_trees,1951510337,637789738,1718565947,614698907,185935017,17852574,32.68185291708245,35.768130287525125,9.601512554248993,550.2183837890625,1055.98681640625,257.5765380859375,0,33610452992.0,34317791232.0,1521000806.5519288,0.0,134.7915744781494,95.69529656769613,4071424.0,71065600.0,99.39169139465875,2.4459666885678777,2.317284562644336,2.218938231998806,1599.5103857566767,1600.0,1600.0,1600.0
mypyc,n_body,27978079,1950193,9713188,1086875,2689424,85653,6.970432101503467,11.189683551888423,3.1848083455788303,4680.8570556640625,11460.736755371094,3136.9688720703125,0,33610452992.0,34317791232.0,1275059884.2471225,0.0,1512.3913521766663,95.6226768347302,733184.0,7630848.0,99.93255951739222,2.573445633032095,2.638677051015625,2.7274324649035386,1599.518719407329,1600.0,1600.0,1600.0
nuitka,n_body,50171,20779,24299,17316,,,41.41635606226705,71.26219185974732,,5007.4698486328125,12226.543823242202,3352.0092163085938,0,33610452992.0,34317791232.0,1263947972.9522867,0.0,1618.6379079818726,0.0006258703427497477,995328.0,8568832.0,99.88796559016696,2.473328999005378,2.6164771010097674,2.309375377203832,1599.5160692212608,1599.9998763906058,1599.9997527812113,1599.9998763906058
pypy,n_body,,,,,,,,,,169.3515625,385.5464477539208,98.41259765625,0,33610452992.0,34317791232.0,1280715284.6300366,0.0,54.55871295928955,96.70948922852457,1003520.0,8568832.0,98.84474500719007,2.4145011386591873,3.2210228871076536,3.4718167877895927,1599.5128205128206,1599.967032967033,1600.0,1599.992673992674
mypyc,n_body,27717210,2281645,8973785,1361179,2737579,90546,8.231871101023517,15.168393269952423,3.307520988435402,4709.8001708984375,11541.536499023438,3158.8043212890625,0,33610452992.0,34317791232.0,1267878271.7475345,0.0,1521.589572429657,95.1369334050968,4096.0,397312.0,99.93296744141588,2.4119041130387573,2.99799987273652,2.487262495288247,1599.518869165023,1600.0,1599.9997370151216,1600.0
codon,fannkuch_redux,1484045,130438,381818,68405,210927,9276,8.789356117907477,17.915603769335128,4.39773002033879,322.8536376953125,720.3653564453125,173.7899169921875,0,33610452992.0,34317791232.0,1206208265.3001912,0.0,104.57892918586731,96.23127853802012,987136.0,8568832.0,97.698127513178,2.4193596666675226,2.95057279703494,2.760086465064244,1599.51051625239,1600.0,1600.0,1600.0
mypyc,k_nucleotide,1250587496,327834328,1207066364,325574207,4433188,1047690,26.214425543880537,26.972353526703024,23.63287999516375,1687.6508178710938,4007.9173583984375,1068.57470703125,0,33610452992.0,34317791232.0,1340248953.5663917,0.0,533.3660879135132,96.65637478520793,700416.0,7630848.0,99.84371092582411,2.1645132335879618,2.069684652752744,2.110419285181136,1599.5078769692423,1600.0,1600.0,1600.0
codon,mandelbrot,23713687,1897315,6835500,735525,7222694,1239876,8.000927902944827,10.76036866359447,17.166392484577084,442.61535644532705,992.5985717773438,237.89117431643535,0,33610452992.0,34317791232.0,1204431877.7206705,0.0,143.22265458106995,97.28775121379832,4096.0,421888.0,99.41235375004774,1.9639630327677593,3.777634851925866,2.3075490046146863,1599.5377094972066,1600.0,1600.0,1600.0
codon,n_body,181056,21964,34722,3441,22097,1114,12.131053375751149,9.91014342491792,5.041408335973209,34.7047119140625,73.738525390625,16.321533203125,0,33610452992.0,34317791232.0,1210095404.137931,0.0,11.548140525817871,90.71987559877593,999424.0,8568832.0,53.41269328676421,0.8056779853228865,0.5494339260561713,1.529342536268563,1599.551724137931,1600.0,1600.0,1600.0
mypyc,mandelbrot,126053749,3235804,52529666,1746883,6628198,285035,2.567003382025552,3.3255170516408765,4.3003392475601965,4867.086120605469,11691.141479492188,2999.7244262695312,0,33610452992.0,34317791232.0,1203933279.8616128,0.0,1573.0223953723907,94.76745159563536,6668288.0,15925248.0,99.92276682692368,2.3013880693997417,2.027393107012737,2.520582169347427,1599.5195878911218,1600.0,1599.999364029509,1600.0
nuitka,binary_trees,53112,21421,37816,16471,,,40.33175176984486,43.55563782525915,,7240.203308105483,12392.734191894531,2672.2178955078125,0,33610452992.0,34317791232.0,1931531242.0214634,0.0,1640.7405652999878,0.0,1011712.0,8568832.0,99.8864673484244,2.4060509843869906,2.436627118471192,2.441442660718429,1599.5169512195123,1600.0,1599.9998780487804,1599.9998780487804
numba,mandelbrot,233068575,12385827,101961818,8279154,17147066,494754,5.314241527413123,8.119857180263303,2.8853565968661927,550.1243896484375,1247.3251342773146,306.58453369140625,0,33610452992.0,34317791232.0,1264064977.873874,0.0,177.61753344535828,94.4873340494998,679936.0,7630848.0,99.34315363566081,2.784892860430855,1.972003312261255,2.801390234683011,1599.5337837837837,1599.9943693693695,1599.998873873874,1599.998873873874
pypy,binary_trees,1963095465,641768071,1726064265,616827607,192801240,23159350,32.69163840689735,35.73607423012144,12.012033740031962,555.3438110351562,1056.9534912109084,259.25628662109375,0,33610452992.0,34317791232.0,1478700733.9109793,0.0,134.8091812133789,95.69703112865415,974848.0,8568832.0,99.24079803330962,2.8200961310714927,2.6102883348832853,2.633705941612006,1599.4955489614242,1600.0,1600.0,1600.0
numba,fannkuch_redux,58275647,6054913,26992117,5101325,1809052,153897,10.390125741546893,18.89931419606695,8.507052312481896,321.38348388671875,740.4855346679688,187.396484375,0,33610452992.0,34317791232.0,1256087890.7076924,0.0,103.98151326179504,95.28336783922636,749568.0,7630848.0,99.20940171755277,2.247209937755878,4.270890925710018,1.8746627495839046,1599.525,1600.0,1600.0,1600.0
numba,n_body,95526333,7741057,40180923,6181121,2726987,195770,8.103584380235763,15.383223028500364,7.178985451709158,70.9110717773583,158.3514404297166,37.8665771484375,0,33610452992.0,34317791232.0,1263382812.9391305,0.0,22.956594705581665,92.52461673902428,4096.0,421888.0,85.17038786514945,10.635805325922759,0.5290128853010094,4.47562223310056,1599.5391304347827,1600.0,1600.0,1600.0
codon,n_body,,,,,,,,,,34.72338867188955,74.2969970703125,16.6014404296875,0,33610452992.0,34317791232.0,1208899725.2413793,0.0,11.536859512329102,87.34852744793069,4096.0,425984.0,84.39254208268791,1.9548476687793075,1.2815636067554868,1.6767795990253318,1599.551724137931,1600.0,1600.0,1600.0
codon,binary_trees,524901550,230197598,498837744,221453417,16907913,7432215,43.85538545275776,44.39387750097755,43.957021780275305,143.8009033203125,271.44622802731465,67.2933349609375,0,33610452992.0,34317791232.0,1626851480.137143,0.0,34.93074011802673,95.25765332903181,4096.0,425984.0,78.8540202985491,1.2029404531206402,1.1571429075513566,1.190959644317627,1599.5085714285715,1600.0,1600.0,1600.0
mypyc,k_nucleotide,1238511928,340039880,1191852044,337554047,4413081,1127319,27.455519184955318,28.321807954209454,25.54494241098226,1685.4138793945312,4003.3219604492188,1068.5823364257812,0,33610452992.0,34317791232.0,1352900252.027088,0.0,531.777291059494,96.62445866604153,5111808.0,14585856.0,99.8437630629701,2.313355999996646,1.889107091858299,2.7758286227580746,1599.5169300225734,1600.0,1600.0,1600.0
nuitka,k_nucleotide,71351,29363,51948,21622,,,41.152892040756264,41.622391622391625,,1373.9680786132667,3227.327453613252,853.4318237304979,0,33610452992.0,34317791232.0,1599579696.014856,0.0,430.9841511249542,0.002321262766945218,974848.0,8568832.0,99.12477849253705,3.2556059869661746,2.5422206297447643,1.9048357483348917,1599.5199628597957,1599.9995357474465,1599.9995357474465,1599.9995357474465
pypy,binary_trees,1947641284,624091704,1718564365,601011804,188268245,18804843,32.04346247571121,34.97173665648537,9.988324371961932,547.2260131835938,1047.5483398436918,256.30633544918965,0,33610452992.0,34317791232.0,1480900620.208644,0.0,134.23863649368286,96.86143158800378,6656000.0,71065600.0,99.23269022275012,2.1509553197599205,2.7141897051238444,2.099586555570497,1599.50521609538,1600.0,1600.0,1600.0
numba,mandelbrot,233491741,12189040,105217206,8418589,16746018,484360,5.220330255706989,8.001152397070875,2.892389104084326,551.5896606445312,1257.507568359404,308.39813232421875,0,33610452992.0,34317791232.0,1268243422.671156,0.0,178.24610567092896,96.01796572136156,991232.0,8568832.0,96.96729975570867,3.0603651942896386,2.7083163193179303,1.8201115101943781,1599.5151515151515,1600.0,1600.0,1599.9988776655443
cython,mandelbrot,120399486,2355935,49991064,1316832,6125047,223021,1.956764998149577,2.6341347725665534,3.641131243564335,4549.81762695311,10903.952331542998,2767.9889526367188,0,33610452992.0,34317791232.0,1212157165.8933623,0.0,1471.052371263504,95.99807110704457,983040.0,8568832.0,99.8759521218716,2.2614439465956795,2.0825927791401533,1.7860278441156214,1599.5163220892275,1599.9998639825897,1599.9995919477692,1599.9997279651795
codon,fasta,2603103,568890,815288,195060,522085,352835,21.85430234608465,23.925287751076922,67.58190716071138,107.07196044921875,241.87139892575215,60.270202636747854,0,33610452992.0,34317791232.0,1196793102.7126436,0.0,34.73983073234558,92.468334296654,831488.0,8933376.0,88.46662104814902,2.6791840839660033,2.956998832609462,3.139500589206301,1599.4827586206898,1599.9942528735633,1599.9942528735633,1599.971264367816
mypyc,binary_trees,11525723232,7534562876,11379935743,7502672604,36928095,19728363,65.37171441945657,65.92895402432326,53.423722507213,2802.5369873046875,4782.599731445342,1053.4893188476271,0,33610452992.0,34317791232.0,1489242554.3888183,269898.81575603556,630.9932081699371,95.6130034144982,978944.0,8568832.0,99.71281138157148,2.6365795584236955,3.059330122405722,2.497240212737681,1599.5146124523508,1600.0,1600.0,1600.0
mypyc,fasta,171260404,1569190,43641651,599145,17134482,387230,0.9162596626830333,1.3728742755401255,2.259945763169263,1701.1251831054688,4184.256591796875,1167.4143066406832,0,33610452992.0,34317791232.0,1202256798.706953,274432.0,549.5831499099731,95.72019556057336,6832128.0,15925248.0,99.7815799053513,3.7857646755535126,2.5217953265082156,2.2002593245903794,1599.510738987987,1600.0,1599.999635966509,1600.0
mypyc,k_nucleotide,1244205974,319560309,1198526246,317128386,4548460,1153610,25.68387515233069,26.45986160573408,25.362650215677395,1703.310302734375,4051.9678344726854,1077.8572998046875,0,33610452992.0,34317791232.0,1341370296.48737,274432.0,538.5776159763336,95.8877294602047,978944.0,8568832.0,99.14561664190194,2.899764283096631,1.98785279511874,1.7108922110092764,1599.5219167904904,1600.0,1599.9992570579495,1600.0
mypyc,fasta,155955315,1220956,41858330,538110,15084655,386558,0.7828883549111487,1.285550570221029,2.562590924353258,1682.8698120117188,4126.269226074248,1146.1257934570312,0,33610452992.0,34317791232.0,1196936732.6117647,274432.0,544.2490472793579,95.80975453853607,5668864.0,14741504.0,98.9698323249817,2.074200509554323,2.013227995967164,1.9021162758636123,1599.5154411764706,1600.0,1599.9996323529413,1600.0
nuitka,n_body,71910,15416,18564,12095,,,21.437908496732025,65.15298427063134,,5047.609619140625,12278.751525878906,3357.5997314453125,0,33610452992.0,34317791232.0,1196425403.3231976,274432.0,1631.8167533874512,0.001993644231671852,2424832.0,141676544.0,99.92578350439442,1.9108714363252257,2.670750937716466,2.5039380862176155,1599.512383521334,1600.0,1599.9997547817557,1600.0
codon,k_nucleotide,889377991,43185537,878913797,41897295,5691181,3167017,4.855701112127027,4.766940187195628,55.64779963947729,301.60400390625,667.283203125,163.15631103515625,0,33610452992.0,34317791232.0,1757582492.0584552,274432.0,95.79963970184326,96.527797868207,6283264.0,36933632.0,97.45158736641073,2.5965168252120683,2.596653230503855,2.291401566194841,1599.5135699373695,1599.9895615866387,1599.991649269311,1599.9937369519832
nuitka,spectralnorm,45315,23644,28832,19872,,,52.17698333885027,68.92341842397336,,1924.375,4708.404602050785,1287.1145019530668,0,33610452992.0,34317791232.0,1233398180.9302027,274432.0,621.9918377399445,0.0,1216512.0,141541376.0,99.81160686022984,2.7720698293438675,2.3358868169953255,2.522451608424096,1599.519137986491,1600.0,1599.9996783531683,1600.0
codon,k_nucleotide,852374833,54972980,844617847,52800646,5684305,3032912,6.449390323564375,6.251424379385627,53.3558983903925,303.8458251953125,670.2476196289062,163.6630859375,0,33610452992.0,34317791232.0,1782448511.2016633,274432.0,96.18187308311462,95.58089489252801,970752.0,8568832.0,99.31515225352963,2.453334977126171,3.370596750858172,2.423055103315881,1599.5176715176715,1599.997920997921,1599.997920997921,1599.997920997921
cython,k_nucleotide,1297026749,357983218,1258818147,355585153,4375673,1174637,27.600295697525357,28.247539475612598,26.84471622993766,1413.853515625,3338.5648193359375,886.4225463867188,0,33610452992.0,34317791232.0,1599013816.4722848,534213.278053177,443.94834065437317,95.55006546048014,696320.0,7630848.0,99.04562122814286,2.5345713098396208,2.826729331106794,2.690734003083348,1599.5200540784138,1600.0,1599.999098693105,1600.0
cython,fasta,149331376,1291280,39504697,614735,14566001,423443,0.8647077624196003,1.5561061004973662,2.907064196961129,1526.4627685546875,3726.3351440429688,1047.3399658202543,0,33610452992.0,34317791232.0,1200694314.355231,536576.0,493.3189973831177,95.50521900241972,966656.0,8568832.0,99.63503649635037,2.244809634856644,2.5307382747397997,2.2963843185632866,1599.521086780211,1600.0,1600.0,1599.9991889699918
nuitka,mandelbrot,29929,12154,14261,8801,,,40.60944234688763,61.713764813126716,,4063.4093017578125,9490.650634765625,2390.2802124022855,0,33610452992.0,34317791232.0,1203698905.1648116,707235.3810032017,1312.3371658325195,0.0,974848.0,8568832.0,99.86278396096967,2.4222062220931835,3.629179023009718,2.936030649506368,1599.5092239670682,1600.0,1599.9952736697667,1600.0
codon,fasta,3455667,678844,1013259,211852,602580,405805,19.644369668720973,20.907981078875192,67.34458495137575,107.15374755859375,239.44152832030522,59.426025390654104,0,33610452992.0,34317791232.0,1185559069.4252872,798720.0,34.742453813552856,91.85958897382363,4694016.0,19521536.0,98.2095490378895,2.578977470425354,2.061798597889385,2.3235088812893836,1599.5114942528735,1600.0,1600.0,1600.0
codon,mandelbrot,25694835,2290674,7232235,744214,6975610,1354390,8.914920060782643,10.290235314532783,19.416079740696514,443.1480712890625,994.1398315429688,240.47869873043965,0,33610452992.0,34317791232.0,1186211250.7709496,798720.0,143.212646484375,95.3985227126649,2146304.0,10080256.0,98.98979846592056,3.791512139682663,3.1878917045766415,2.8291328527740927,1599.532122905028,1600.0,1600.0,1600.0
codon,fasta,2943352,638672,964451,234686,570647,384246,21.698797833218723,24.333636441872112,67.33514764819581,106.5723876953125,239.76483154296875,59.65148925775429,0,33610452992.0,34317791232.0,1167919068.4855492,798720.0,34.615511417388916,93.73779810646366,4096.0,421888.0,97.03681169631164,1.6085735283835085,1.4541784807436728,2.459106902855669,1599.5317919075144,1600.0,1600.0,1600.0
mypyc,mandelbrot,127225355,4491973,54207496,2544394,6861713,403560,3.5307215295253056,4.693804709223241,5.88133021593879,4893.210205078125,11635.570129394531,2991.919982910127,0,33610452992.0,34317791232.0,1207707285.8251836,798720.0,1579.411775112152,95.06777020385061,966656.0,8568832.0,99.93582551220202,2.554398766145665,2.554974816194026,2.6435710794568696,1599.5141879908792,1600.0,1600.0,1599.99987332151
pypy,fannkuch_redux,182119389,7686005,131146195,6192549,9362054,376858,4.220311215737716,4.72186707361201,4.025377337067272,631.54052734375,1499.3534545898438,397.11480712893535,0,33610452992.0,34317791232.0,1232173256.9435084,798720.0,201.75448560714722,96.72573828720834,1056768.0,8568832.0,99.69474727452923,3.323051295975155,3.136698684914497,2.9658986216612213,1599.4915758176412,1600.0,1600.0,1600.0
mypyc,k_nucleotide,1233931036,329135486,1188241321,326630956,4519110,1152747,26.673734300982442,27.488604396042543,25.508274859430287,1692.307373046875,4009.4434204101562,1070.5316772460938,0,33610452992.0,34317791232.0,1358532098.8753276,798720.0,534.3645236492157,96.01658539109711,4096.0,421888.0,99.54926505137007,2.5698838200920844,2.4490177684935324,2.944342385669274,1599.5043055035567,1600.0,1600.0,1600.0
pypy,fannkuch_redux,182511164,5443144,131807925,3722517,9381201,221069,2.9823622186750174,2.8241981656262323,2.3565106429336713,630.9323120117188,1500.3630981445312,396.51483154299785,0,33610452992.0,34317791232.0,1233265097.8120673,798720.0,202.23329734802246,96.09020261217414,6189056.0,71065600.0,99.68774849488874,2.395162148598276,1.994603877723158,2.891228037936987,1599.523244312562,1600.0,1600.0,1600.0
cython,fannkuch_redux,35418643,2934770,12179479,1645162,5875878,194217,8.285947036423726,13.507654966193547,3.305327305978783,9647.60595703125,23434.99578857422,6290.846435546846,0,33610452992.0,34317791232.0,1230076669.4858463,798720.0,3117.1731350421906,95.0655627523386,6582272.0,15925248.0,99.91001657022807,2.3640568061866323,2.5398776685405706,2.048599242620776,1599.5127415110085,1599.9999358110276,1599.9999358110276,1599.9999358110276
nuitka,spectralnorm,39465,26146,31793,21848,,,66.25110857722032,68.7195294561696,,1905.5650024414062,4624.898681640625,1262.725830078125,0,33610452992.0,34317791232.0,1229122862.976291,798720.0,616.0243043899536,0.0,1273856.0,141541376.0,99.54530691783046,2.182718454378307,2.0978859457035814,2.5088980393426765,1599.522572263722,1600.0,1599.9996752192271,1600.0
cython,fannkuch_redux,40074929,4680578,13441165,2954403,6090110,297222,11.67956654396069,21.980259895626606,4.88040445903276,9549.727172851592,23323.027832031265,6330.857360839873,0,33610452992.0,34317791232.0,1226126553.0348053,798720.0,3081.2364251613617,95.10410534326132,6189056.0,14741504.0,99.90259740259741,2.9892336735671217,2.742004632992404,2.5057186854117877,1599.5153896103895,1599.9992207792209,1599.9996103896103,1599.999935064935
numba,n_body,96646482,8076769,41113246,6200850,2747821,187940,8.357023279957568,15.082365425488417,6.839601269515009,73.43890380859375,163.36840820313955,39.0418701171875,0,33610452992.0,34317791232.0,1279117742.252101,798720.0,23.772395849227905,91.49215265482414,1048576.0,8568832.0,90.75630252100841,1.9493162571883,3.61556060374284,2.7940036609393206,1599.5546218487395,1599.8991596638655,1600.0,1600.0
cython,n_body,51114430,2288200,16372110,1256166,3617914,92788,4.476622354978819,7.672596873585628,2.5646823003531867,5671.1390380859375,13745.217956542983,3720.3778076171584,0,33610452992.0,34317791232.0,1225762837.9252787,798720.0,1831.5572724342346,95.84171566245388,4096.0,421888.0,99.92201811657323,2.581468248246199,2.7475353806839777,2.9012396034127583,1599.5128905396548,1600.0,1599.999781516277,1599.9998907581385
cython,fasta,183431687,1495956,46112040,590061,19620072,413969,0.815538484362301,1.2796245839481402,2.1099259982328302,1952.0488891601562,4655.549133300781,1235.2578125,0,33610452992.0,34317791232.0,1204593816.9666984,832891.0066603235,630.8204283714294,96.19132024448635,1503232.0,7630848.0,99.84964349312968,2.306855891418578,3.2176253087097906,2.2151931865306795,1599.523945448779,1600.0,1599.999682841738,1599.999682841738
cython,fannkuch_redux,31552432,2540989,10363060,1527006,5780386,145488,8.053227085633209,14.735087898748054,2.5169253402800433,9560.277404785156,23179.76806640628,6215.571472167969,0,33610452992.0,34317791232.0,1221350536.9664638,1060864.0,3090.566030740738,96.3596997283892,995328.0,8568832.0,99.90910371214588,2.729510999082454,2.178021868831457,2.1130315046938346,1599.5130778195003,1600.0,1599.9998057749578,1600.0
numba,fasta,460477678,11732162,210804258,7577165,64806549,719341,2.547824261744127,3.594407945972325,1.1099819556816704,573.9263916015625,1382.7728271484666,373.0324707030959,0,33610452992.0,34317791232.0,1264914905.2958963,1060864.0,185.350439786911,95.5331923523938,6414336.0,14737408.0,98.59016003207049,1.9709184490964944,2.296726670172508,2.358074362798077,1599.523758099352,1599.9924406047517,1599.9989200863931,1600.0
cython,fasta,169613524,2049375,43421251,861607,18275856,403814,1.2082615534831997,1.984297965067842,2.209549035623831,1522.8757934570312,3721.388916015654,1049.4830322266207,0,33610452992.0,34317791232.0,1218159427.543974,1060864.0,491.6446752548218,94.93649036643559,974848.0,8568832.0,99.64826972476823,3.0233985349924244,4.084429947434885,3.1905316190872983,1599.5195439739414,1600.0,1599.9995928338762,1600.0
codon,fannkuch_redux,1156820,93227,323369,37568,202606,6096,8.058902854376655,11.617687533437033,3.008795395990247,322.60491943359375,717.4401245117188,172.50616455075215,0,33610452992.0,34317791232.0,1215254512.3365202,1060864.0,104.7577338218689,93.71115094069997,4276224.0,11128832.0,99.02770433006505,1.3715459812667583,4.461693771710587,2.117155014328929,1599.5143403441682,1600.0,1600.0,1600.0
cython,n_body,51651610,1291693,15331229,586963,3366326,77085,2.5007797433613397,3.828544991402842,2.2898851745196396,5359.558776855498,12950.31365966794,3512.81884765625,0,33610452992.0,34317791232.0,1216524232.6805956,1060864.0,1733.3703281879425,94.38784425258362,983040.0,8568832.0,99.88368312814117,2.11766016094566,1.9891027386353912,2.131078404648453,1599.5152949324715,1599.9998845665473,1599.9998845665473,1599.9995382661896
cython,fasta,172726216,1096692,46198773,396507,18517315,369839,0.6349308318084153,0.8582630538694177,1.997260401953523,1536.2911376952834,3738.462951660127,1043.8107299804979,0,33610452992.0,34317791232.0,1183348844.8309178,1060864.0,497.1762533187866,96.76535445134996,978944.0,8568832.0,99.79517262223838,1.993732873128424,1.845192234777214,1.7906447252117685,1599.5273752012884,1599.9995974235105,1600.0,1600.0
mypyc,fannkuch_redux,52494717,7402042,17829899,4498968,7822876,387176,14.10054653690199,25.23271724646337,4.9492795232852975,12678.36077138671,30910.78924560544,8409.59008046874,0,33610452992.0,34317791232.0,1231645232.057129,1062851.396429445,,95.75514526884956,4096.0,421888.0,99.97659910206224,2.6161908768826225,2.856089069616477,2.684560455294045,1599.512937148447,1599.9986793837124,1599.9993152359991,1599.999021765713
pypy,k_nucleotide,1987909805,672662859,1951053264,667064541,12128932,5320635,33.83769511615242,34.18997078697898,43.86730010523598,694.3449096679688,1491.1787109375005,366.87994384765625,0,33610452992.0,34317791232.0,4185290871.484135,2109440.0,195.43205189704895,91.73791866634373,7909376.0,71065600.0,99.47821636844193,3.6471727266526393,4.677022712501557,4.682659716054629,1599.5056294779938,1600.0,1599.9989764585466,1599.9989764585466
nuitka,mandelbrot,52402,15084,18351,12011,,,28.785160871722454,65.45147403411258,,4087.4547119140625,9656.10955810547,2477.157470703125,0,33610452992.0,34317791232.0,3755535485.1209726,2109440.0,1316.632776260376,0.0007504971918726402,2560000.0,141537280.0,99.89248287467609,3.1226115959755916,3.2563697121063626,3.222144209831319,1599.515349544073,1599.9998480243162,1599.9998480243162,1599.9998480243162
mypyc,mandelbrot,139811122,6633799,59370618,3430410,7781210,569013,4.7448292418395726,5.777959057121487,7.31265445862533,4883.964416503906,11804.157714843754,3114.315612792967,0,33610452992.0,34317791232.0,3752016114.1524754,2109440.0,1572.0227539539337,91.81471518564727,1052672.0,8568832.0,99.87797140301343,3.4401675057013676,3.2465953668959955,3.107748741273345,1599.52144584447,1599.9994908998347,1600.0,1600.0
codon,n_body,171679,22440,63117,22946,31029,2246,13.070905585423958,36.35470633902118,7.238389893325599,34.91363525390807,75.02435302734739,17.40838623046875,0,33610452992.0,34317791232.0,3757727602.7586207,2109440.0,11.824896097183228,85.58951640951223,5070848.0,36376576.0,87.8514588454674,3.046827661580053,3.143391415990632,2.488723093065722,1599.5689655172414,1600.0,1599.9655172413793,1600.0
mypyc,fasta,172554256,4289821,44978108,2022861,16506337,666490,2.4860708158945672,4.497434618637138,4.037782580108476,1720.7432250976562,4275.912109375,1243.996826171875,0,33610452992.0,34317791232.0,3760441717.9179673,2109440.0,551.1829783916473,88.72612745073876,1019904.0,8568832.0,99.88701195967825,4.284954330319718,4.930318764896012,4.971535504232085,1599.5234119782215,1600.0,1599.9989110707804,1599.9996370235936
pypy,fannkuch_redux,186297909,5413904,133327761,3791734,9728791,233705,2.906046572965024,2.843919354499623,2.4021998211288533,635.3635864257812,1535.22900390625,424.41571044921875,0,33610452992.0,34317791232.0,3763517036.8822947,2109440.0,202.48651432991028,91.70747084575166,16887808.0,71065600.0,99.18062602872311,4.624356608362509,5.197598902219363,3.720672545871678,1599.5361028684472,1600.0,1600.0,1600.0
mypyc,mandelbrot,154986972,14990088,63378198,9134266,8570943,1129228,9.671837449666414,14.412315730403064,13.175073034554075,4909.037048339844,11879.142944335938,3199.084716796875,0,33610452992.0,34317791232.0,3746789070.024943,2109440.0,1572.1846244335175,88.94463020221791,6782976.0,15790080.0,99.85981704855608,4.510415663243433,4.638103927856609,4.463537146326663,1599.5211249681852,1599.9998727411555,1599.999745482311,1600.0
cython,k_nucleotide,1320319891,421566080,1274755678,418830272,4926078,1266519,31.92908649438805,32.855729080345384,25.710494230907425,1579.6782836914062,3772.6051635742115,1035.8096923828125,0,33610452992.0,34317791232.0,4164332967.364562,2109440.0,491.14095878601074,91.414091432653,3985408.0,14585856.0,99.65047036848826,5.5932340360707515,5.253552438139673,5.296361795802223,1599.514867617108,1599.9995926680244,1599.9991853360489,1599.9991853360489
nuitka,spectralnorm,45864,23548,28646,19904,,,51.34310134310134,69.482650282762,,1936.2734985351526,4820.409606933594,1383.4629516601562,0,33610452992.0,34317791232.0,3782483252.0915833,2109440.0,620.3873109817505,0.0016327929935006317,397312.0,3026944.0,99.64527571751049,5.356831290728813,4.916075806431676,4.803945630106454,1599.512415349887,1599.9996775233797,1599.9996775233797,1599.9996775233797
nuitka,k_nucleotide,1334550630,386827998,1292116237,383919083,4500586,1226407,28.98563676074245,29.71242617393098,27.249940341102246,1384.9349365234339,3306.9254760742188,913.2977905273438,0,33610452992.0,34317791232.0,4164789505.6638813,2109440.0,430.9320402145386,0.0,2629632.0,141541376.0,99.06675252675346,4.482448927816021,4.494684296730169,4.008987959602306,1599.5208913649026,1599.9990714948933,1599.9995357474465,1599.9990714948933
mypyc,fasta,166191937,4242570,41541997,2042591,16818828,607125,2.5528133774624697,4.916930209204916,3.609793738303287,1794.5230102539062,4415.732971191392,1258.373291015625,0,33610452992.0,34317791232.0,3757603549.4631433,2109440.0,575.4246897697449,91.44926282460898,7204864.0,15925248.0,99.89023425880825,4.242764981631941,4.576432513593798,5.171174351255486,1599.5226008344923,1600.0,1599.999304589708,1600.0
