subject,target,cache-references,cache-misses,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cache-misses_percent,LLC-load-misses_percent,LLC-store-misses_percent,DRAM_ENERGY (J),PACKAGE_ENERGY (J),PP0_ENERGY (J),PP1_ENERGY (J),TOTAL_MEMORY,TOTAL_SWAP,USED_MEMORY,USED_SWAP,execution_time,PROCESS_CPU_USAGE,PROCESS_MEMORY,PROCESS_VIRTUAL_MEMORY,CPU_USAGE_0,CPU_USAGE_1,CPU_USAGE_2,CPU_USAGE_3,CPU_USAGE_4,CPU_USAGE_5,CPU_USAGE_6,CPU_USAGE_7,CPU_USAGE_8,CPU_USAGE_9,CPU_USAGE_10,CPU_USAGE_11,CPU_FREQUENCY_0,CPU_FREQUENCY_1,CPU_FREQUENCY_2,CPU_FREQUENCY_3,CPU_FREQUENCY_4,CPU_FREQUENCY_5,CPU_FREQUENCY_6,CPU_FREQUENCY_7,CPU_FREQUENCY_8,CPU_FREQUENCY_9,CPU_FREQUENCY_10,CPU_FREQUENCY_11
nuitka,binary_trees,226287.0,31686.0,3403.0,2626.0,1456.0,,14.00257195508359,77.16720540699383,,0,6674.2926635741605,2401.36572265625,0.04998779296875,33210380288.0,8589930496.0,1932731116.585538,0.0,907.7445693016052,0.0,2359296.0,141594624.0,99.89017314675414,0.6176960419081612,0.6088488076795451,0.4954467036973232,0.6331740175841978,0.5841294790977839,0.5194177554700214,0.5257115346138124,0.3929708165886961,0.5358368130318649,0.4918473906604806,0.4735660464445382,2099.1765873015875,1805.773589065256,1786.489638447972,1789.1252204585537,1349.858024691358,1334.5048500881835,1333.9885361552028,1353.5972222222222,1114.1538800705468,1239.2100970017636,1254.529761904762,1269.3108465608466
cython,binary_trees,87005387104.0,70750143286.0,17397492231.0,15473356013.0,581045812.0,136015967.0,81.31696857049823,88.9401518767662,23.40881978510844,0,6848.1220703125,2484.375244140625,0.0478515625,33210380288.0,8589930496.0,1917750381.8484783,0.0,927.1951384544373,93.97983639949912,0.0,4096.0,99.90235679885004,0.6672414330447592,0.6110445416928264,0.6588541215975959,0.6340727142438038,0.5520277053741716,0.4703696269582987,0.5916461064147558,0.4033146653876767,0.4680742209766381,0.4198737598741747,0.4776678798061299,2098.9162529678392,1816.6950140297863,1803.403194474423,1790.685516943665,1357.2801640405785,1333.4154975178071,1335.366717030002,1353.8236563781568,1123.242607381826,1247.1055471616662,1265.4310382041874,1271.8909993524717
cython,k_nucleotide,1908037815.0,173709907.0,376455168.0,6296176.0,46163887.0,4040355.0,9.104112383642669,1.672490255200853,8.75219844464137,0,1595.3182373046584,742.3828125,0.01171875,33210380288.0,8589930496.0,1597422586.4043715,0.0,219.6943364143372,93.92836231308122,4849664.0,11878400.0,99.5413739286051,0.579755245119279,0.6765619369261034,0.710564624769223,0.4550141093129451,0.6509699905342091,0.5818650979541907,0.4556725665736936,0.6051905385349183,0.3678649081449908,0.4353036671768338,0.4692789734984139,2097.379781420765,1802.0956284153008,1790.0300546448088,1767.0227686703097,1310.5765027322404,1313.7540983606557,1322.9371584699454,1336.186703096539,1048.5646630236797,1225.250455373406,1273.1284153005463,1277.5628415300546
cython,fasta,27197616.0,8958939.0,5360884.0,48730.0,2917648.0,123505.0,32.94016284368453,0.9089918752205792,4.2330329086990615,0,1948.0706787109373,929.9480590820168,0.01519775390625,33210380288.0,8589930496.0,1197982052.4365785,0.0,271.2752137184143,92.71279787946943,4849664.0,11878400.0,97.13910880412324,0.870915539716549,0.4757450625608101,0.759937916819149,0.745137433254965,0.6729002503079299,0.4523287900561428,0.3869704794699112,0.4509249025939312,0.5913350397396756,0.3700563076850587,0.4645618974591075,2082.515486725664,1802.8296460176991,1793.4166666666667,1759.6526548672566,1312.5066371681417,1310.0457227138645,1303.6932153392331,1342.0634218289083,1035.3178466076697,1222.9542772861355,1280.4889380530974,1291.434365781711
codon,fasta,10440769.0,8168154.0,373498.0,14758.0,3436542.0,3138654.0,78.23326040447786,3.9512929118763687,91.33175151067556,0,122.4619140625,54.63269042970205,0.00140380859375,33210380288.0,8589930496.0,1219205253.5652175,0.0,18.246180534362797,88.81678519041643,1835008.0,5816320.0,88.87504420073137,1.9353773567987524,0.4597654588844465,1.2719621282556783,0.1371629367703976,0.3695387010988982,0.2135345158369644,0.1710220666035362,1.8978794191194617,0.1056869664917821,0.2222351392974024,0.1575200149546498,2075.1739130434785,1787.7934782608695,1750.9239130434785,1776.3804347826087,1342.945652173913,1329.0760869565215,1349.554347826087,1349.2065217391305,1074.5108695652175,1231.2608695652175,1316.2391304347825,1342.8152173913045
mypyc,binary_trees,29191996207.0,22662804130.0,5650275065.0,5031853591.0,220968826.0,49289443.0,77.63362248096499,89.05502003202034,22.306061851457727,0,2557.434082031279,937.624267578125,0.0181884765625,33210380288.0,8589930496.0,1507651336.6854515,0.0,348.075868844986,93.34174271682818,4718592.0,11878400.0,99.6529445593353,0.6340111511030575,0.7044999332624033,0.522934521954933,0.6411964327456829,0.5156790126048676,0.5939844863691708,0.6055134288054077,0.3500733231936055,0.4394840185432478,0.4041519744976147,0.3993838590715999,2097.7602070155262,1821.3542265669928,1785.3743530764807,1801.1368602645198,1345.7015526164462,1359.2760207015526,1336.8470385278897,1367.8464634847614,1149.9660724554342,1246.9861989649223,1255.9913743530765,1266.5434157561815
numba,mandelbrot,105853159.0,20666497.0,12895852.0,2217899.0,5059159.0,254937.0,19.523741374596103,17.198545702912842,5.039118161733995,0,556.8525390625,251.541015625,0.0054931640625,33210380288.0,8589930496.0,1261726002.948403,0.0,81.33226704597473,90.02466748211835,0.0,4096.0,96.5539817903786,0.5972858460880908,0.8767938848209615,0.7689364278638685,0.4473816885702147,0.4561644001733466,0.4591240790610817,0.3578982546522811,0.3195581135937271,0.4866813592594437,0.4649031509345521,0.4016041191848549,2060.2186732186733,1765.3906633906631,1771.6756756756756,1738.149877149877,1267.884520884521,1303.8304668304668,1296.7076167076168,1312.7272727272727,1082.3071253071253,1215.027027027027,1246.4791154791155,1256.4152334152334
nuitka,fannkuch_redux,110262.0,25072.0,4567.0,2998.0,,,22.738568137708366,65.64484344208452,,0,12132.730285644502,5816.971984863281,0.09033203125,33210380288.0,8589930496.0,1189280217.665516,0.0,1681.2421779632568,0.0,2359296.0,141598720.0,99.94464944649448,0.6620546337139491,0.5532732152070421,0.5562836726482902,0.5247823670674983,0.5249160825638611,0.5417451304227819,0.52602673509535,0.335584680069672,0.3740868034507955,0.5523090553154564,0.4907520855413904,2098.793953100821,1783.790024997024,1755.6338531127246,1753.890251160576,1279.5307701464112,1309.3732888941793,1294.502678252589,1320.2724675633854,1036.8790620164266,1215.204023330556,1260.251160576122,1278.7002737769312
nuitka,n_body,65172.0,22646.0,3757.0,2551.0,,,34.74805131037869,67.89992014905509,,0,5743.662101953116,2757.663818359375,0.04400634765625,33210380288.0,8589930496.0,1194860864.4669182,0.0,795.4007272720337,0.0,0.0,544768.0,99.89718348473124,0.5906985000619348,0.5428842793170761,0.6077868315558763,0.6516760357295942,0.5532664475201061,0.5072661835442549,0.6177227032409524,0.3703482469822626,0.4205514466312696,0.443031041112336,0.459432115629784,2099.222389937107,1792.4520754716982,1779.2935849056605,1778.0477987421384,1281.84427672956,1307.7396226415094,1308.2060377358491,1322.9534591194968,1047.2264150943397,1227.6244025157232,1274.4206289308177,1278.37786163522
codon,mandelbrot,23209585.0,2395903.0,1517993.0,13471.0,5594997.0,10016.0,10.322903231574369,0.8874217470041034,0.1790170754336419,0,450.135009765625,198.0062255859375,0.0040283203125,33210380288.0,8589930496.0,1197377742.0118344,0.0,67.54527473449707,92.89160736919156,1835008.0,5816320.0,96.41391802680565,1.1328041900015442,0.4258050735180194,0.6953314560404896,0.5437346456142572,0.692628157914743,0.2710043167221476,0.4967162125033034,0.2323650689520074,0.6195156757648175,0.2565425432469012,0.1724770485296757,2065.4349112426034,1777.1272189349113,1768.3047337278106,1784.4674556213015,1300.026627218935,1322.0562130177516,1327.508875739645,1348.5650887573966,1070.991124260355,1196.0,1261.4378698224853,1260.5118343195263
mypyc,spectralnorm,19014899.0,337557.0,10153803.0,13457.0,4094186.0,306.0,1.775223733767926,0.132531623865462,0.0074740131493781,0,3330.6404418945312,1518.6199951171875,0.02484130859375,33210380288.0,8589930496.0,1189190893.6764584,0.0,483.6951549053192,94.11531963829763,0.0,376832.0,99.83174734624596,0.4804561655778849,0.5797436599229355,0.5645086187861604,0.6075788060889837,0.3938077623483115,0.5555660006030315,0.4609279165126885,0.3507349982111721,0.4511282339809254,0.2885485637469088,0.3162270604355748,2098.761274306992,1798.6776996276376,1772.5655771617708,1767.0620604054614,1276.7261067438974,1310.2759619362846,1308.2412081092264,1327.469590401324,1054.0082747207282,1218.1038477451386,1271.0306164666945,1270.1878361605295
mypyc,n_body,27646204.0,364965.0,12635107.0,22306.0,7444361.0,284.0,1.3201269874157044,0.1765398583486471,0.0038149681349413,0,5921.0769042968805,2837.357910156265,0.04461669921875,33210380288.0,8589930496.0,1209640532.439464,0.0,821.4555187225342,94.13213337678712,4587520.0,11878400.0,99.90573532717818,0.5989518301423081,0.5426273975099338,0.6890260939258315,0.6087145708873414,0.6518854092665916,0.5358972753009029,0.5292723285803406,0.4147849314613551,0.490541310657392,0.385245944456119,0.475394241941977,2099.163215590743,1790.8998781973205,1775.7890377588308,1757.0004872107186,1290.541047503045,1317.147868453106,1307.9408038976858,1325.8484774665042,1051.262362971985,1228.5763702801462,1272.54640682095,1273.4116930572472
nuitka,fasta,55615.0,20068.0,3346.0,2164.0,,,36.08379034433157,64.67423789599522,,0,1599.0647583007812,766.7683105468604,0.01220703125,33210380288.0,8589930496.0,1202149030.6654644,0.0,221.91407942771912,0.0,2359296.0,141594624.0,97.19691114365465,0.8745642283728147,0.4137071695437401,0.6198818626115729,0.455821906289504,0.5431035380572,0.6079651483605851,0.548094386958775,0.4284806575347326,0.5314083995584757,0.4780284465434209,0.375499550585708,2070.8575293056806,1790.6961226330027,1760.7917042380525,1748.1523895401265,1268.774571686204,1306.0306582506762,1311.036068530207,1309.6113615870154,1037.9972948602344,1218.961226330027,1267.9044183949504,1280.672678088368
cython,spectralnorm,15632925.0,270179.0,8418965.0,20134.0,3250195.0,69.0,1.7282690219520658,0.2391505369127915,0.0021229495461041,0,2585.771484375,1183.0197143554688,0.0206298828125,33210380288.0,8589930496.0,1199179902.0139112,0.0,373.9210283756256,94.56144980302528,1966080.0,5816320.0,99.6519231903419,0.5224739314082346,0.7264430714744243,0.7370753408817763,0.422594435237958,0.5846440611420116,0.6019418401281869,0.5583086598837931,0.2990160903680637,0.4012665968804897,0.4994070301277871,0.5164996450313468,2098.591760299625,1793.3130016051364,1769.4810058855005,1755.2161583734617,1306.426966292135,1307.8822899946497,1313.027822364901,1329.043873729267,1038.9154628143392,1219.9352594970574,1268.6324237560193,1278.8731942215088
numba,n_body,68829512.0,13234012.0,7977709.0,1617046.0,2522393.0,198698.0,19.227234968627997,20.26955357734909,7.877360902920362,0,60.11285400390625,27.175964355483305,0.00067138671875,33210380288.0,8589930496.0,1273221028.9777775,0.0,8.945709705352783,86.0240505642361,4849664.0,11878400.0,90.66666666666669,0.1843126959270901,0.2785231961144341,0.2884577698177761,0.6472663084665934,0.3575837718115912,0.2567807065116034,0.1303750462002224,0.1181657844119601,0.2239858892228868,0.4232804192437066,0.2116402096218533,2039.8444444444444,1800.7555555555557,1679.2666666666669,1611.4,1209.7777777777778,1300.1777777777777,1299.1333333333334,1305.3333333333333,1075.0666666666666,1185.888888888889,1260.7777777777778,1233.111111111111
numba,k_nucleotide,348425015.0,92072075.0,43633277.0,15223088.0,14845743.0,5080098.0,26.42521949808913,34.88871120085709,34.21922365219444,0,210.75872802733647,95.37219238279796,0.0020751953125,33210380288.0,8589930496.0,2169923528.6486487,0.0,29.89693856239319,92.49638400206696,1835008.0,5816320.0,93.22686324248444,0.5105592161417007,0.8184072528336499,0.4872945079932341,0.6411776639319755,0.5164508215478949,0.7385623511430379,0.5714130602978371,0.2512239439261926,0.5497589336859213,0.3121794740090499,0.4769749041344668,2090.033783783784,1835.8716216216217,1752.581081081081,1845.3851351351352,1353.1486486486488,1322.168918918919,1303.7027027027027,1342.3783783783783,1115.1824324324325,1204.1351351351352,1262.2567567567569,1274.8783783783783
numba,n_body,68191059.0,13276991.0,7991344.0,1769610.0,2393090.0,122661.0,19.47028128716992,22.14408489986165,5.125632550384649,0,60.031982421875,27.2550048828125,0.000732421875,33210380288.0,8589930496.0,1257026719.288889,0.0,8.825367212295532,90.18317226833769,4587520.0,11878400.0,84.27457529703776,0.7539692057503594,0.4766137546963161,0.3866666661368476,0.3744666284985012,0.1928042332331339,0.2808465613259209,0.2807339853710598,0.1640211635165744,0.2808465613259209,0.3707936498853895,0.3436825964185926,2061.733333333333,1856.2,1811.3333333333333,1839.4666666666667,1324.9555555555555,1351.3555555555556,1391.7777777777778,1393.0444444444445,1110.7333333333331,1232.888888888889,1371.7333333333331,1355.911111111111
nuitka,mandelbrot,56281.0,23426.0,4282.0,2743.0,,,41.6232831683872,64.05885100420365,,0,5167.378479003906,2291.005920410171,0.04168701171875,33210380288.0,8589930496.0,1194982054.7504563,0.0,767.5553133487701,0.0,2359296.0,141594624.0,99.64052666536055,0.5869950867538501,0.5427111474211865,0.563688176699381,0.6315344348646982,0.5140134510735955,0.4359986303838011,0.5014201903358743,0.2989455425482841,0.413559042676953,0.3277356663225838,0.5509867084306098,2098.910821382008,1776.3186440677966,1750.8352020860495,1756.0813559322037,1288.1037809647978,1297.3595827900913,1301.6784876140807,1323.1235984354628,1053.484485006519,1227.0015645371575,1264.6023468057367,1267.9520208604954
codon,n_body,190767.0,28056.0,58619.0,148.0,39147.0,519.0,14.706946169935051,0.2524778655384773,1.3257720898153116,0,27.09967041015625,11.3426513671875,0.000732421875,33210380288.0,8589930496.0,1182523926.2608695,0.0,4.570913791656494,75.45249665301779,0.0,397312.0,78.26086956521739,0.2070393354996391,0.0,0.0,0.2070393354996391,0.0,0.0,0.2070393354996391,3.1055900324945864,0.0,0.2070393354996391,0.0,1981.8260869565215,1821.434782608696,1695.2608695652175,1722.1304347826087,1316.6521739130435,1362.9130434782608,1347.1739130434785,1336.0434782608695,1133.608695652174,1345.2608695652175,1277.6521739130435,1346.1739130434785
cython,spectralnorm,15598225.0,293506.0,7739658.0,16345.0,3308922.0,32.0,1.8816628174039032,0.2111850420264047,0.0009670823307409,0,2571.6831665039062,1174.5468139648438,0.02032470703125,33210380288.0,8589930496.0,1192875639.5491142,0.0,372.7958800792694,94.4041934174616,0.0,335872.0,99.72913827860285,0.6275238276839704,0.5071871115101708,0.4648379120401842,0.524197920029098,0.7514759029711182,0.5109153234600317,0.5925566954313269,0.3822424774504578,0.4061300144823277,0.3938775067200151,0.4205045318705896,2098.668276972625,1796.5356951154054,1775.829307568438,1766.2941492216855,1283.221148684917,1314.6854535695115,1298.8781535158346,1323.2796564680625,1041.14653784219,1229.0848094471282,1279.165324745035,1273.359634997316
nuitka,spectralnorm,186917.0,34618.0,4033.0,3467.0,4206.0,,18.52051980290717,85.96578229605753,,0,2165.0717163085938,1047.75732421875,0.01544189453125,33210380288.0,8589930496.0,1202781824.3450134,0.0,297.02136850357056,0.0,2359296.0,141594624.0,99.55026304753964,2.0447198434901046,0.8098472201759924,1.1734092280549824,0.7686545233520857,0.5877588623456877,0.4904726333012478,0.5063498590111412,0.4081831458363572,0.3990141572255009,0.3456194153171023,0.5303709769465853,2098.6954177897574,1810.128706199461,1787.9609164420483,1775.0774932614556,1289.6940700808625,1325.7654986522912,1321.311320754717,1336.4487870619946,1067.9413746630728,1235.954177897574,1285.9595687331537,1285.0876010781672
numba,k_nucleotide,377620015.0,102787593.0,48301885.0,16901295.0,15944564.0,5372884.0,27.21984770854903,34.99096360318029,33.697277642712585,0,215.554931640625,98.075927734375,0.0013427734375,33210380288.0,8589930496.0,2166291879.2533336,0.0,29.95721316337585,90.35562965393066,0.0,4096.0,96.8405797068278,0.5664888314406077,0.5218068081140518,1.03669611175855,0.2923504253228505,0.2962247949838638,0.2916302597522736,1.1405525169769923,0.5865089319149653,0.2740768082936605,0.1769106101989746,0.5044736321767171,2080.9,1803.0733333333333,1790.3066666666666,1799.1066666666666,1327.1,1317.3866666666668,1334.6466666666668,1324.3,1068.3933333333334,1212.02,1304.14,1280.54
cython,fasta,23854582.0,9037051.0,5097869.0,59212.0,2686317.0,326651.0,37.88392100100517,1.161504934708993,12.159808391935874,0,1947.6802368164065,929.9713745117188,0.01312255859375,33210380288.0,8589930496.0,1193427514.902655,0.0,271.20909118652344,93.56421575293076,0.0,335872.0,97.47780204030263,0.5488591482505686,0.6504518119810605,0.5301070501670725,0.3458927046057045,0.5835470458970661,0.3871952907174034,0.5378345633942118,0.3168570739285784,0.3824387767563703,0.5049656775497053,0.4758942517119523,2097.9498525073745,1797.8325958702064,1772.184365781711,1780.8193215339234,1294.914454277286,1302.0678466076697,1308.5604719764012,1338.5206489675516,1051.3097345132744,1224.3657817109145,1274.8702064896754,1274.3598820058996
nuitka,binary_trees,114372.0,24637.0,3350.0,2277.0,,,21.54111146084706,67.97014925373134,,0,6656.666748046875,2393.0318603515625,0.04937744140625,33210380288.0,8589930496.0,1943811937.138564,0.0,905.6663563251496,0.0,2490368.0,141594624.0,99.88823267815522,0.6840292838265224,0.6579021938005205,0.5764968572071244,0.7205191085812795,0.5206895252749406,0.5312009909403258,0.557055377380624,0.3766577479325605,0.3692979344939658,0.5457044706094331,0.5163499448839473,2099.0828729281766,1817.8483977900555,1792.4877348066298,1799.268508287293,1356.2468508287293,1337.9244198895028,1346.8486187845303,1358.7783425414364,1145.265635359116,1240.1089502762431,1256.4932596685082,1253.4996685082872
numba,spectralnorm,85878971.0,15691061.0,12729194.0,1920481.0,4087776.0,131525.0,18.271132987841693,15.087216048400236,3.2175197466788785,0,1208.5731201171875,470.34527587893535,0.0098876953125,33210380288.0,8589930496.0,1264076510.9928937,0.0,197.06863808631897,94.21567337113588,1835008.0,5816320.0,99.23857868020303,0.7202364088315044,0.7818108413425194,0.6006520016544361,0.7002992077829874,0.4938373230889364,0.3766826737350618,0.5229898885421946,0.4252686295109957,0.6307501594427274,0.3689428620229518,0.3529619974835875,2097.17766497462,1792.7106598984772,1765.5888324873097,1779.6456852791878,1310.9350253807106,1306.9197969543147,1294.6213197969544,1330.7969543147208,1061.1532994923857,1229.0233502538072,1286.9989847715735,1272.6802030456852
mypyc,mandelbrot,39568385.0,2246908.0,15427857.0,42142.0,8496764.0,3866.0,5.678543615060357,0.2731552411977891,0.0454996749350693,0,6513.1143798828125,3019.7891845703125,0.04815673828125,33210380288.0,8589930496.0,1196096272.5090284,0.0,930.98814868927,94.40004850950922,0.0,393216.0,99.82768698017452,0.723072274500762,0.6342067816587019,0.5627133528528189,0.618165237853113,0.5607462436832032,0.5316482089197236,0.4589121542544275,0.4418451882713023,0.3799219251941066,0.4536932039099424,0.5016918305438957,2099.231728288908,1781.2818142734309,1771.1560619088564,1766.743551160791,1275.733662940671,1314.8888650042993,1300.2908426483234,1325.4047721410143,1049.5509458297506,1231.8884350816852,1270.8748925193463,1278.8379191745487
cython,binary_trees,87063906877.0,70870797944.0,17397909432.0,15473080440.0,567684890.0,145199904.0,81.40089330487214,88.93643515318192,25.577553068217124,0,6823.300231933594,2470.311279296875,0.0506591796875,33210380288.0,8589930496.0,1931684745.8376272,0.0,924.5031371116638,94.43674385601835,1966080.0,5816320.0,99.89122978188976,0.6735426341656303,0.7030032940771859,0.7014173701628124,0.5776988950661442,0.5339326961689838,0.6104416926525505,0.5662425655930505,0.4031733404373188,0.4076985123870331,0.3932781814883658,0.4010793686390542,2098.9705563974885,1816.0608356787184,1784.798008226889,1805.163888287508,1344.1740636501406,1344.1920329075558,1341.576748213899,1355.7503788698853,1137.2643429313705,1239.878112145486,1261.9952370642995,1252.4910153712924
pypy,n_body,2478466197.0,2601396.0,9139558.0,59438.0,1055762676.0,28008.0,0.1049599144482501,0.6503377953288332,0.0026528689294183,0,164.09130859373545,74.8792724609666,0.0013427734375,33210380288.0,8589930496.0,1236240315.733333,0.0,24.03219723701477,90.53122367858889,4063232.0,66387968.0,91.48484865824382,0.2904580583175023,0.3510184854269028,0.2820519179105759,0.9877026160558064,1.3740065266688666,0.2722945416967074,0.2378239060441652,0.1443953715264797,0.1915699695547422,0.303946437438329,0.2308794612685839,2081.1916666666666,1857.9,1799.875,1807.05,1333.325,1383.8083333333334,1374.6083333333331,1359.1333333333334,1157.2083333333333,1248.9833333333331,1294.7333333333331,1300.4583333333333
cython,fasta,24152063.0,8813011.0,5288813.0,33689.0,2515366.0,197403.0,36.48968206152824,0.6369860307029195,7.847883767213201,0,1951.03125,931.2384643554688,0.01251220703125,33210380288.0,8589930496.0,1200882783.0103092,0.0,271.6693253517151,92.275694977728,1966080.0,5816320.0,97.47039608962406,0.6913831049634009,0.8959732597065604,0.6562208979224596,0.7981034900022009,0.8563888280574282,0.4293550150866712,0.6193605887652848,0.6718892825764655,0.7179127950029275,0.3891142614635698,0.600830696226922,2069.420471281296,1779.377761413844,1755.4852724594994,1732.043446244477,1272.1671575846833,1307.357879234168,1286.3770250368188,1317.2231222385865,1059.6649484536083,1235.316642120766,1283.7437407952873,1275.0883652430043
codon,fasta,10366845.0,8128636.0,356475.0,14035.0,3689110.0,3362314.0,78.40993089025639,3.937162493863525,91.14160325932272,0,122.55328369140624,54.70794677734375,0.0013427734375,33210380288.0,8589930496.0,1217953035.1304348,0.0,18.40311408042908,90.47976974819018,0.0,417792.0,79.23224546598351,0.2952152898778086,0.3256164102450661,0.386519778681838,0.1742567944785823,0.1535256576278935,0.1808871866568275,0.1265237130548643,0.0657964154430057,0.7414843712164008,0.686899083464042,0.0270620927862499,2071.967391304348,1756.858695652174,1804.5869565217392,1787.2173913043478,1243.5869565217392,1304.4130434782608,1317.75,1334.4347826086955,1064.858695652174,1265.9021739130435,1259.5869565217392,1284.9565217391305
nuitka,binary_trees,67281.0,22167.0,3174.0,2160.0,,,32.946894368395235,68.05293005671076,,0,6666.367126464844,2398.119201660156,0.0506591796875,33210380288.0,8589930496.0,1950252289.073968,0.0,906.3353350162506,0.0,1835008.0,5816320.0,99.88960035327888,0.6002952051389083,0.6868840996912179,0.5752411965608966,0.5464418019238201,0.6364325865211538,0.556077482079691,0.564422845103457,0.4209608721282998,0.4890510522784921,0.4584911266523998,0.42463148745724,2099.3802163833075,1812.0492382424377,1786.692426584235,1793.369397217929,1340.1905497902408,1354.0847869286818,1332.0931773018326,1345.6986089644513,1114.6323691764187,1235.191212188121,1257.8491940825788,1258.2508279973504
mypyc,fasta,25653011.0,8841440.0,5762663.0,44320.0,2929118.0,171657.0,34.46550582307862,0.7690888743624258,5.860364792405086,0,2218.995849609375,1051.31640625,0.015869140625,33210380288.0,8589930496.0,1199344757.875241,0.0,311.1537928581238,93.3690131773136,4849664.0,11878400.0,98.08748573229629,0.3588167483591957,0.606487733336507,0.6700441835969208,0.6222550231735806,0.6766562915691609,0.5563357053845641,0.4369395356277944,0.3910454926575112,0.438404314406815,0.4583498931966027,0.4667841477984401,2081.340192926045,1782.5118971061092,1748.7003215434083,1747.8057877813503,1293.9234726688103,1296.9646302250803,1301.6488745980707,1320.3549839228297,1051.08038585209,1211.6340836012862,1262.9061093247587,1278.765273311897
nuitka,k_nucleotide,52033.0,24863.0,3850.0,2594.0,,,47.78313762420003,67.37662337662339,,0,1379.821044921875,650.9046630859375,0.00982666015625,33210380288.0,8589930496.0,1639324472.0085378,0.0,187.392404794693,0.0,2359296.0,141459456.0,99.05116844380804,0.621155285975213,0.6096886168040232,0.8091766716576437,0.5456689379894619,0.6635275240768872,0.3266728259265232,0.4328589346200196,0.3752888168825538,0.4727738225790836,0.4074942734064644,0.5200990594947351,2097.0981856990397,1844.0384204909285,1794.2625400213446,1814.8452508004268,1330.9050160085378,1336.1504802561367,1328.6648879402348,1350.9381003201709,1082.2550693703308,1250.6446104589115,1296.7161152614729,1299.03628601921
codon,k_nucleotide,1793544776.0,58025082.0,431528121.0,7257572.0,222199848.0,7648744.0,3.235217920202066,1.6818306031091774,3.442281382658732,0,309.4013671875,132.87359619140625,0.00274658203125,33210380288.0,8589930496.0,1794819548.689655,0.0,46.32404851913452,90.39429236897108,131072.0,430080.0,92.67241379310344,0.5008402388414432,0.3598619350071611,0.4692388158933869,0.6114627595605522,0.6663294465377413,0.34155935049057,0.6660306764573887,0.1140157015159212,0.1114780879740057,0.4097830071274576,0.3478640121375692,2088.0344827586205,1841.146551724138,1811.543103448276,1809.728448275862,1328.4224137931035,1343.8836206896551,1350.7974137931035,1346.8146551724135,1010.7974137931036,1229.7586206896551,1314.530172413793,1286.1939655172414
numba,k_nucleotide,379210397.0,102809268.0,48383329.0,16762509.0,15511217.0,4953689.0,27.111405386915067,34.64521633060842,31.936172384152705,0,214.92291259765625,97.0384521484375,0.001953125,33210380288.0,8589930496.0,2174294246.569536,0.0,30.0326509475708,93.63720261024324,4849664.0,11878400.0,97.40517759638908,1.3985398697932034,1.4215257969123638,1.2705944729167105,0.3368255053924409,1.093141071251686,1.3467744888848816,0.5108206060943224,0.9126927998681732,0.6605529761472285,0.3071712922576247,0.532788656010533,2082.4039735099336,1758.4701986754967,1762.6887417218545,1767.867549668874,1286.5165562913908,1319.6490066225165,1305.523178807947,1367.9735099337747,1154.205298013245,1275.867549668874,1304.105960264901,1268.3973509933776
cython,fannkuch_redux,53791497.0,453991.0,24714285.0,31392.0,15786438.0,0.0,0.8439828324539843,0.1270196568502791,,0,12479.354736328123,5992.444885253906,0.0960693359375,33210380288.0,8589930496.0,1218551389.7113712,0.0,1726.683864593506,94.53706562514928,4718592.0,11878400.0,99.96443512415684,0.6069167452435015,0.5770787635047977,0.5694461901328566,0.4861013160404662,0.4825744636160785,0.5129035294981755,0.5105045255447603,0.3312512390877759,0.3607863030141953,0.4807825338298813,0.4502034867205044,2099.5203431088444,1777.2605772574475,1758.697809203663,1744.613654804683,1287.0133302422626,1288.6820447432478,1292.1891735249797,1314.371508056103,1037.790077663151,1215.3960820679265,1265.4942622000694,1269.3987481163788
cython,binary_trees,86957888535.0,70708138431.0,17432804259.0,15500173089.0,586011800.0,138283933.0,81.31308110424096,88.91382510073075,23.59746561417364,0,6848.9912109375,2486.6871948242188,0.05023193359375,33210380288.0,8589930496.0,1944550074.885529,0.0,926.5772252082824,94.1624121354929,0.0,376832.0,99.7645788336933,0.5513210014892705,0.5670831188012405,0.7354437369893488,0.6561459234028604,0.5584995020478642,0.4848028045107427,0.6239771566818394,0.4068367272036122,0.3560320533184459,0.4561537963718369,0.4376068157137856,2099.0298056155507,1798.1740820734342,1773.7289416846652,1781.638876889849,1344.1766738660908,1335.6304535637148,1329.728293736501,1346.6626349892008,1125.8043196544277,1237.7838012958964,1254.358963282937,1256.2619870410367
cython,n_body,34968086.0,390639.0,18128575.0,21658.0,7921536.0,185.0,1.1171300596778444,0.1194688495924252,0.0023354056587005,0,6714.2550048828125,3214.18798828125,0.0511474609375,33210380288.0,8589930496.0,1205378991.0305114,0.0,931.5019986629486,94.19121377991668,4718592.0,11878400.0,99.83715414416908,0.6909660002769807,0.5195162703499653,0.4842929515553791,0.5770973047000634,0.5130534695359735,0.4756704424269782,0.5092540686805206,0.3161483594357686,0.4089639881008625,0.4849054171744979,0.5070198234194688,2099.2208852599915,1790.5154705629566,1761.8833261710356,1752.8562526858616,1280.9112591319297,1319.250322303395,1298.6978942844864,1323.0739149119038,1022.472496776966,1218.4207133648474,1271.3384185646755,1274.1680275032231
